0,0.41379657,0.20224606,0.92616975,0.46330017,0.26789635,1.0,0.41998452,0.28075567,0.79013133,0.41070262,0.3958129,0.841367,0.4099291,0.49598035,0.86538213,0.5066158,0.255037,0.68674153,0.54297006,0.36603338,0.8353594,0.549158,0.47838336,0.81253034,0.44241586,0.52034545,0.68625224,0.425399,0.6773647,0.8765718,0.41766405,0.7883611,0.86412984,0.5012014,0.5122237,0.6454842,0.5112568,0.68954724,0.8690949,0.51976526,0.85333455,0.8756487
1,0.40956974,0.20611669,0.92055655,0.45780227,0.27161646,1.0,0.4149718,0.2844463,0.797079,0.40571114,0.39788914,0.84247667,0.40648288,0.4978269,0.864438,0.5006327,0.2587866,0.6843041,0.538447,0.36682743,0.83235115,0.54539245,0.47891977,0.8059702,0.4381234,0.5234866,0.6844114,0.422689,0.67609423,0.86607397,0.41574353,0.79088765,0.8622047,0.4960024,0.51538354,0.6394371,0.50912166,0.6882489,0.86767733,0.5199257,0.85301113,0.88612616
2,0.40517336,0.20998538,0.92193913,0.45238644,0.27595043,1.0,0.40974236,0.28861037,0.7954303,0.40060434,0.4018837,0.8394456,0.40212736,0.49916545,0.8596606,0.4950305,0.26329046,0.6821846,0.53310555,0.37256587,0.8270242,0.5407206,0.47917604,0.800129,0.43258741,0.525818,0.67401326,0.41964188,0.6777375,0.86060053,0.41583437,0.7936761,0.85792273,0.48970002,0.51782227,0.63351107,0.5056915,0.68573326,0.8741003,0.51863706,0.8523117,0.89417255
3,0.40174916,0.21246234,0.91563475,0.44691133,0.28029966,1.0,0.40400726,0.29281333,0.79819393,0.39422217,0.40346062,0.8378426,0.39723295,0.5009356,0.85778856,0.48981538,0.26778597,0.6719317,0.52594507,0.3757988,0.8177143,0.5349775,0.47985992,0.7853035,0.42884645,0.52596295,0.68570447,0.41830865,0.67876154,0.8722629,0.4168032,0.795995,0.86073756,0.48529914,0.51805955,0.639747,0.5018586,0.68271327,0.87245506,0.5176653,0.8500014,0.8703692
4,0.39908415,0.2159969,0.91448784,0.44084865,0.28125393,1.0,0.39833835,0.29430535,0.8015559,0.38864303,0.40654746,0.83491063,0.39237198,0.50443304,0.85620123,0.48335895,0.26820254,0.6747168,0.5191571,0.37391895,0.8209745,0.52810663,0.47833022,0.7778954,0.4236954,0.52662045,0.6942779,0.41698322,0.6767116,0.86887264,0.41698322,0.7967846,0.87627006,0.47963,0.5187896,0.6514438,0.49752906,0.6793219,0.8716883,0.5176655,0.84637994,0.8546421
5,0.39705017,0.21651815,0.9146351,0.43553835,0.28194803,1.0,0.39338464,0.2947774,0.79982895,0.38238803,0.40639308,0.83162147,0.38751978,0.50517935,0.8522883,0.47769207,0.26911864,0.6695305,0.5128812,0.37303668,0.8217609,0.5216785,0.47567177,0.7798021,0.4197765,0.5244234,0.6982422,0.4153779,0.6758102,0.86450887,0.4168441,0.79897237,0.88707006,0.4747596,0.51672584,0.655771,0.49235418,0.6745273,0.86746746,0.51581365,0.8400264,0.8471565
6,0.39559397,0.21730006,0.90257823,0.43131548,0.28107554,1.0,0.38909918,0.29433578,0.79496104,0.37610954,0.40673217,0.8105366,0.38260436,0.50523686,0.8496461,0.47353175,0.2678153,0.67929304,0.5081708,0.37010863,0.8289206,0.5146656,0.47113907,0.79644984,0.41652173,0.5203914,0.7132019,0.41363516,0.67446285,0.87172556,0.4158001,0.79948807,0.8993796,0.4706452,0.51281416,0.65895605,0.48868632,0.66941136,0.857585,0.513944,0.83232296,0.8498536
7,0.39492851,0.21589135,0.8934802,0.4280148,0.2788272,1.0,0.38557807,0.29141438,0.7944522,0.37119272,0.40344024,0.8158376,0.37766615,0.5028789,0.84129184,0.47045156,0.26624003,0.68500453,0.50353783,0.3656787,0.8323275,0.5085727,0.4676348,0.79940504,0.41362947,0.51420736,0.7082137,0.41219094,0.66777086,0.87328863,0.41578728,0.7999362,0.9050925,0.46829376,0.50791377,0.65331984,0.4855562,0.662736,0.8725918,0.51144975,0.8251105,0.85478026
8,0.39445898,0.21197113,0.89714825,0.42503324,0.27617705,1.0,0.3822293,0.28876644,0.7875277,0.36568323,0.39829415,0.82133746,0.37215778,0.49775037,0.8371065,0.46783715,0.26358765,0.69077694,0.5009293,0.36178493,0.8346,0.50164866,0.46250007,0.8094582,0.41172442,0.5115987,0.70273226,0.41100505,0.66393036,0.8665682,0.4153214,0.79863685,0.8946148,0.4663984,0.50404507,0.6280155,0.4843832,0.66015357,0.8771659,0.5074038,0.82129776,0.8610774
9,0.394963,0.20932426,0.9003675,0.42261642,0.27342993,1.0,0.3798793,0.2859997,0.78852475,0.360486,0.3928425,0.83004296,0.3676687,0.49340045,0.8408827,0.46535355,0.2608602,0.7064382,0.498394,0.35764724,0.8372211,0.49767575,0.4569482,0.8145505,0.40861014,0.5084841,0.71072286,0.41076496,0.66434896,0.88044953,0.41579285,0.79884523,0.8936468,0.46463528,0.5009423,0.6478967,0.4840286,0.65806407,0.88570035,0.5019854,0.8151859,0.8726446
10,0.39617556,0.20498791,0.9084674,0.41989464,0.26976615,1.0,0.37676904,0.28171554,0.7913996,0.35448748,0.38737327,0.85734093,0.36311263,0.48925748,0.86607236,0.46302027,0.25781676,0.7419382,0.49680194,0.35215402,0.8615164,0.49320817,0.4515226,0.82609314,0.40695697,0.50435144,0.72288465,0.41055077,0.6615802,0.8934237,0.4155821,0.79868364,0.884881,0.4623015,0.4980623,0.66999674,0.48170802,0.655291,0.90642244,0.49536443,0.8074885,0.8858508
